parent_hashtag;Instagram_auto_desc;post_date
climateadaptation;Photo by Job Vogel on December 30, 2020.;2020-12-30
climateadaptation;outdoors.;2020-12-30
climateadaptation;outdoors and tree.;2021-06-02
climateadaptation;2 people, indoor and text that says 'The 春 Elders'.;2021-10-18
climateadaptation;outdoors.;2021-04-29
climateadaptation;body of water.;2020-09-17
climateadaptation;nature and tree.;2021-06-12
climateadaptation;Photo by Living Roofs, Inc. on June 11, 2021.;2021-06-12
climateadaptation;Photo shared by Living Roofs, Inc. on June 11, 2021 tagging @carltonedwardsarchitects. May be an illustration.;2021-06-12
climateadaptation;Photo shared by Living Roofs, Inc. on June 11, 2021 tagging @carltonedwardsarchitects. May be an illustration.;2021-06-12
climateadaptation;text that says 'ထတာ 6 angers me when sustainability gets used as a buzz word. For 90% of the world, sustainability onI is a matter fsurvival. KONT Cit. Cameron Sinclair'.;2020-12-21
climatechangehoax;text that says 'When you and the homies wanna discuss climate change:'.;2021-11-02
climatechangehoax;Photo by Graeme MacKay on March 26, 2021. May be a cartoon of text that says 'WEEK IN REVIEW: MASSIVE CONTAINER SHIP GETS STUCK IN SUEZ... HAMILTON MACKAY. SPECTRTOR CANADIAN CONSERVATIVE LEADER GETS STUCK ON CARBON PRICING... CHANGE IT'S ALL ESREAE AHOAx'.;2021-03-26
climatechangehoax;cloud and nature.;2020-08-03
climatechangehoax;one or more people and text that says '$3.69 ARo CLUB PACKC SENATOR KAMALA HARRIS SAYS MEAT IS DESTROYING THE PLANET climatesavemovement'.;2020-11-10
climatechangehoax;one or more people and text that says 'DID YOU KNOW... CLIMATE CHANGE ISN'T WHAT THE MEDIA SAYS IT IS? Gore IF ADVERSE WEATHER EVENTS WERE CAUSED BY us DRIVING OUR CARS, WHY DOESN'T THE GOVT STOP THE SUPPRESSION OF ALTERNATE FUEL SOURCES SUCH AS HEMP HYDROGEN, WATER POWERED, AND THE HUNDREDS OF OTHER PATENTED, ALTERNATE 'FREE' ENERGY SOURCES? IG/FB: CONNECTING CONSCIOUSNESS THIS IS BECAUSE, THE CLIMATE ISN'T CHANGING IT'S BEING ENGINEERED BY WEATHER MODIFICATION OPERATIONS WHICH ALL NATO COUNTRIES HAVE AGREED TO, THIS WAY THEY'RE ABLE ΤΟ BLAME ENGINEERED DROUGHTS, FLOODS, HURRICANES ETC ON us, TO IMPLEMENT CARBON WHICH MULTIRILLION DOLLAR MARKET'.;2021-12-05
climatechangehoax;text that says 'What if You Wanted to live on a planet that isn't burnt-to ground +0.30 0% What about the funny Butneoliberalssa BUe imaginary numbers?'.;2021-05-09
climatechangehoax;one or more people and text that says 'HEY JOE, DOES IMPORTED OIL POLLUTE LESS? OR IS IT THAT YOU GET A KICKBACK? @freedommomma_unfiltered'.;2022-03-01
climatechangehoax;text that says 'V for UNITY EQUALITY Will Climate Change Cause the End of Human Existence? The climate emergency isn't something we can self-isolate from, so we need to be as prepared as possible. #UnityForEquality'.;2021-01-20
climatechangehoax;text that says 'Candace Owen @RealCandaceO californiadesigngroup At this moment, our governments are telling us when to open our businesses, when to see our family, and when and how we are allowed to BREATHE. This is NOT America. This is not FREEDOM. This is NOT about safety or a virus. This is about implementing SOCIALISM. Wake up.'.;2020-11-02
climatenews;Photo by Climate Tracker in Worldwide with @ecopracticas, @environmentalworkinggroup, @anantaraeasternmangroves, @mangroveschoolofsarasota, @sabrina.sustainable.life, @nature, @sustainabili.teens, @climate_memes, @the.eco.warrior, @climemechange, @chicksforclimate, @suzie_hicks_climate_chick, @millennials_for_environment, @consciouslyelle, @allthingsenvironment, @youthclimatesaveaustralia, and @mangrovesforourfuture.;2020-12-15
climatenews;Blue watercolor background with the text “if we can change the climate for the worse, we can change the climate for the better”;2021-08-13
climatenews;sky and text that says 'THE NETHERLANDS' MOST SUSTAINABLE CITY IS PLANNING TO 'GREEN' EVERY ROOF IN THE DISTRICT. The Environment News'.;2020-04-18
climatenews;big cat and text that says 'GROUNDBREAKING RAINFOREST PROTECTION BILL AWAITS SIGNATURE IN CALIFORNIA lady freethinker'.;2021-09-28
climatenews;nature.;2021-09-21
climatenews;text that says '11 Posts Bashe ንን>ንንንን 84 107 Followers Following Earth Based Brand Earth Based 368 Posts 10 k 7.389 Followers Following Earth Based Brand'.;2021-03-17
climatenews;animal, grass and text that says 'Study concludes that a shift to plant-based based diets could have MASSIVE implications for GHG emissions.'.;2022-01-18
climatenews;A female beaver emerges at dusk at Poole Farm, Plymouth;2021-10-21
climatenews;one or more people, people standing and footwear.;2022-01-20
climatenews;one or more people, people standing and high-heeled shoes.;2022-01-20
climatecatastrophe;text that says 'Food's Contribution to @ReduceWasteNow Climate Change Source: CSS University of Michigan Beef Cheese Pork Poultry Eggs Rice Legumes 0 2 6 Pounds of CO2 per serving 8'.;2020-08-16
climatecatastrophe;Photo by Hosea Rosenberg in Boulder, Colorado.;2020-09-07
climatecatastrophe;one or more people, people standing, outdoors and text that says 'SYSTEM CHANGE NOT CLIMATE CHANGE'.;2021-08-10
climatecatastrophe;one or more people and text that says 'YOU CAN JAIL THE RESISTOR, BUT NOT THE RESISTANCE'.;2021-08-12
climatecatastrophe;text that says 'PSST THE WAY CAPITALISTS TREATED THE LOWER CLASSES DURING COVID (UTTER DISREGARD FOR MASS DEATH/ DISPLACEMENT) IS OUR PREVIEW OF HOW SHIT IS GONNA PLAY OUT WITH THE CLIMATE CRISIS. @CRAPPYFUMES'.;2021-06-14
climatecatastrophe;"text that says 'WE ARE HERE stylised global mean temperatures 1850- -2200; design @alxrdk based warming stripes hawkins'.";2021-08-12
climatecatastrophe;text that says 'CLEAN AIR FOOD FOODFOR FOR EVERYONE THRIVING WILDLIFE MORE GREEN SPACES HEALTHY, PLASTIC-FREE OCEANS THE NEW NORMAL STABLE CLIMATE SUSTAINABLE ECONOMY HEALTHY PEOPLE HEALTHY FORESTSAND FORESTS AND HABITATS FAIR AND EQUAL SOCIETY @wwf_uk'.;2020-06-27
climatecatastrophe;Photo by Slí Eile in Canadian Embassy Dublin with @yintah_access, and @wetsuweten_checkpoint. May be an illustration of text.;2021-12-01
climatecatastrophe;Photo by becca lowry on January 25, 2020.;2020-03-19
climatestrikes;one or more people, people standing, outdoors and text that says 'FUCK EACH OTHER, NOT THE PLANET ardian ardian'.;2020-08-01
climatestrikes;text that says 'WHEN THE LAST TREE HAS Been FELLED'.;2021-04-23
climatestrikes;one or more people, people standing and outdoors.;2021-08-23
climatestrikes;text that says 'ROYAL RI PAVILION S WE DON'T WANT YOUR HOPE ACTION YOUR WE UTENGINE UU WANT PA'.;2020-07-10
climatestrikes;one or more people, people standing, outdoors and text that says 'RED LUCRAFT Ho 1A NoW I KNOW THIS IS SCARY BUT WE ARE BRAVER TOGETHER NOW LET'S FACE IT'.;2021-01-08
climatestrikes;Photo shared by RADII on January 28, 2021 tagging @howey_ou.;2021-01-28
climatestrikes;Photo by Eco Earth Market® on February 18, 2021.;2021-02-18
climatestrikes;Photo by Michele oliveira on April 05, 2021. May be a cartoon of body of water and text that says 'PLASTICS AGAIN? YEAH, THEY WERE OUT OF FISH.'.;2021-04-05
climatestrikes;text that says 'EARTH DAY50 TOGETHER WECAN. A'.;2020-04-22
climatechangesolutions;text that says 'Solutions to the climate crisis A Non Exhaustive List Atmos'.;2020-09-26
climatechangesolutions;text that says 'No more fossil fuels No easy task, but phasing out fossil fuel-fired power plants, vehicles, ships and factories at the end of their lifetime and replacing them with carbon alternatives gives us 65% chance of keeping global warming below 1.5°C. Replacing these with green energy alternatives where possible such as solar, wind and wave power will allow for more sustainable energy production. Source: Nature Communications Atmos'.;2020-09-26
climatechangesolutions;text that says 'Cut out food waste The UN stated that if food waste was a country, it would be the third highest greenhouse gas emitter behind China and the US. It's estimated that around 1/3 of food globally goes to waste- -in the growing, production, retail and eventually consumer ges-responsible for 6% of global emissions. Sources: Scientific American, WWF, Our World in Data Atmos'.;2020-09-26
climatechangesolutions;text that says 'Infrastructure upgrades Buildings worldwide contribute around 1/3 of all greenhouse gas emissions and poorly constructed roads contribute to poor fuel economy. Building greener, energy-efficient energy- buildings and using renewable energy in concrete production will dramatically cut emissions. Source: Scientific American Atmos'.;2020-09-26
climatechangesolutions;text that says 'Fight disinformation TRUMP LIES ALL THE TIME JMP Climate facts and climate action have been hindered for years by the media, climate change deniers, fossil fuel industry leads and others with vested interests. They downplay and distort the evidence of climate change, lobby for policies that reward polluters, and attempt to undercut existing pollution standards. This barrage of disinformation misleads and confuses the public about the growing risks of global warming and makes it more difficult to implement the solutions we really need. Source: UCS USA Atmos'.;2020-09-26
climatechangesolutions;Photo by Atmos on September 26, 2020.;2020-09-26
climatechangesolutions;text that says 'Habitat restoration Habitats such as salt marsh and mangrove swamps can sequester carbon at rates of up to 40 times faster than forests. Protecting and restoring the current areas will keep a lid on the carbon already stored, while allowing and encouraging new areas to grow will trap yet more carbon from the atmosphere. Source: Project Drawdown Atmos'.;2020-09-26
climatechangesolutions;text that says 'Educate girls Humans rights are environmenta rights. They need to be at heart of all climate solutions to ensure the protection of all marginalised groups across the globe. Educating girls gives them a solid foundation for life. As whole, they receive higher wages, they're less likely to contract malaria or HIV, their families are more likely to flourish and they can be more effective stewards of food, soil, trees, and water in the face of climate change. Source: Project Drawdown Atmos'.;2020-09-26
climatechangesolutions;text that says 'Less beef, more plants Through land use change, the resource requirements and the production of methane and nitrous oxide, the meat industry-but in particular cattle rearing- contributes between 13-18% of greenhouse gas emissions. Food and eating have deep personal and cultural roots, and food choices aren't available for many millions of people around the world, but moving towards a more plant-rich diet can reduce emissions. Source: Skeptical science Atmos'.;2020-09-26
climatechangesolutions;"text that says 'For more solutions @projectdrawdown @unionofconcernedscientists www.skepticalscience.com Image Sources 1. Clark. ""Power!"" Flickr, 29 Dec. 2011 2. inorikof. ""Rotten Apple Planet"" Flickr, 26 Sept. 2009 3. Nixter. ""Sunset Desert Highway"" Flickr, 29 July 2017 4. Pickering. ""Protestors at the Capitol"" Flickr, 30 Jan. 2020 5. Zimny. ""New Zealand Rainbow"" Flickr, April 2017 6. Ray in Manila. ""The Male Cheetahs, Maasai Mara"" Flickr, 3 July 2018 Saw that ""School girls, Havana Cuba"" Flickr, May 2017 8. Robertson. ""2010 Vegetable Garden"" Flickr, The Forum News 21 Aug. 2011 Source: Skeptical science Atmos'.";2020-09-26
climatechangesolutions;standing, outdoors and tree.;2020-09-23
climatechangesolutions;text that says 'CO2 300 kg carbon emissions saved annually 30 additional trees every year That's the impact made my family of by composting 1 kg waste everyday! DM to get started! Ref: ifestyles /s.u publication GEF, UNDP, BEE'.;2020-09-11
climatechangesolutions;skyscraper, nature and grass.;2021-07-09
climatechangesolutions;one or more people and outdoors.;2020-09-07
climatechangesolutions;Photo by Ecological Landscape Designer in Stamford, Connecticut.;2021-09-13
climatechangesolutions;outdoors and brick wall.;2021-10-07
climatechangesolutions;text that says 'ACCORDING TO THE MOST COMPREHENSIVE ANALYSIS TO DATE OF THE DAMAGE FARMING DOES TO THE PLANET, CONDUCTED BY RESEARCHERS AT THE UNIVERSITY OF OXFORD, GOING VEGAN IS THE 'SINGLE BIGGEST WAY' TO REDUCE YOUR IMPACT ON EARTH. .Poore OXFORD OXFORDC CIRCUS surgeactivism.org SURGE'.;2021-08-16
climatechangesolutions;text that says 'CAS BMSC CLIMATE ACTION SERIES'.;2021-07-16
climatewarrior;baby, sitting and beach.;2021-06-22
climatewarrior;one or more people, people sitting, people standing and indoor.;2020-06-23
climatewarrior;road.;2021-04-23
climatewarrior;Photo by Million Dollar Vegan Italia on March 07, 2021.;2021-03-07
climatewarrior;one or more people and food.;2021-09-12
climatewarrior;one or more people and text that says 'Earth Day 2021'.;2021-04-22
climatewarrior;tree and nature.;2021-09-05
climatewarrior;Green background with a white and black quote - text explained in caption.;2021-01-24
climatewarrior;"book, outdoors and text that says '""It's desperately finally get forest policy right.. .mandatory reading."" Bill McKibben, author Falter SMOKESCREEN Debunking Wildfire Myths to Save Our Forests and Our Climate CHAD T. HANSON'.";2021-09-04
climatesmart;Photo by Malmö Chokladfabrik in Malmö, Sweden.;2019-11-04
climatesmart;sky.;2020-05-19
climatesmart;Photo by Operose_workwear on November 25, 2021.;2021-11-25
climatesmart;Photo by Susies Plats on September 26, 2019.;2019-09-27
climatesmart;body of water.;2021-08-25
climatesmart;Photo by Beautiful Knitters in Beautiful Knitters.;2021-03-23
climatesmart;food and indoor.;2021-05-26
climatesmart;one or more people, people standing and outdoors.;2021-07-02
climatesmart;Photo by Alchemist Farm in Russian River, Sonoma California with @roots_and_refuge, @betterhomesandgardens, @marthastewart, @modfarm, @youngfarmers, @organiclifemag, @countrylivingmag, @backyardpoultrymag, @theoldfarmersalmanac, @farmersalmanac, @nationalfarmersunion, @sonomacountyfarmtrails, @nature.geography, @countryhomemagazine, @beside_magazine, @naturee, and @michael.pollan.;2020-11-12
climateweeknyc;Photo by Related Companies in One Union Square South with @nytimes, and @related_rentals.;2020-09-21
climateweeknyc;Photo shared by GrowNYC Union Sq Greenmarket on September 21, 2020 tagging @grownyc, and @theclimategroup.;2020-09-21
climateweeknyc;Photo by del coyle 🌿 in Planet Earth with @climatediva, @ecoage, @glblctzn, @theclimategroup, @basicenvironmentalist, @climatereality, @unclimatechange, @wastefreeplanet, @ourplanet, @ecoresolution, @cnnclimate, and @ecowithnico.;2020-09-22
climateweeknyc;text that says 'Before After'.;2020-09-27
climateweeknyc;indoor.;2021-09-25
climateweeknyc;Photo by The Prince's Foundation on September 29, 2020.;2020-09-29
climateweeknyc;one or more people, people standing and text that says 'Note to self: Don't forget to sign up for SoulCycle studio classes mcnallz SoulCycle NoHo m6p'.;2021-09-21
climateweeknyc;one or more people, people standing and outdoors.;2021-09-20
climateweeknyc;one or more people and outdoors.;2021-09-20
climateweeknyc;child, sitting, street and road.;2021-09-20
climateweeknyc;child.;2021-09-20
climateweeknyc;one or more people, people standing, outdoors and text that says 'FOSSIL FUELS FOREST FIRES FLASH FLOODS OUR CLIMATE FD UP!'.;2021-09-20
climateweeknyc;one or more people and outdoors.;2021-09-20
climateweeknyc;one or more people, people standing, outdoors and text that says 'LE'.;2021-09-20
climateweeknyc;one or more people and text that says 'I CANT BREATHE'.;2021-09-20
climateweeknyc;one or more people, people standing and outdoors.;2021-09-20
climateweeknyc;one or more people and outdoors.;2021-09-20
climateweeknyc;text that says 'DECADE OFCHANGE NESTSUMMIT SEPTEMBER 21-22, 2021 NYC CLIMATE WEEK NYC CLIMGRU CLIMATE CLIMATE THE D MUSEUM'.;2021-09-22
climateanxiety;text that says 'OUR DYING PLANET NEEDS SOME DEATH DOULAS @death.ambassadors @death'.;2021-10-20
climateanxiety;Photo by Michael Chance on September 29, 2021. May be art of indoor.;2021-09-29
climateanxiety;Photo by Michael Chance on September 29, 2021. May be art.;2021-09-29
climateanxiety;Photo by Michael Chance on September 29, 2021. May be an illustration.;2021-09-29
climateanxiety;Photo by Michael Chance on September 29, 2021. May be an illustration.;2021-09-29
climateanxiety;"text that says 'How to *actually* be climate impactful Examine your sites of change, leverage points, and areas of influence Center Black and Indigenous liberation Accept messiness and imperfection Cultivate radical imagination Slow down, practice slow hope, and explore inspiring stories of change Beware of urgency when it pulls you to act out of fear, rather than thoughtfullness Practice saying ""no"" so you can be fully present to what you say ""yes"" to Selin @coachingresiliency'.";2021-04-23
climateanxiety;text that says 'on Hope Earth A MEDITATION FOR CLIMATE ANXIETY Sunday 8/29 12p PDT Donation Based (no one turned away) Hosted via Zoom-will be recorded'.;2021-08-23
climateanxiety;Photo by Carla Scotto on August 18, 2021. May be a cartoon of text that says 'THE TIME NOW S'.;2021-08-19
climateanxiety;‎text that says '‎Es ist Ok ا GREENPEACE JUGEND‎'‎.;2022-02-22
climateanxiety;text that says 'Es ist Ok, wenn es dir nicht gut geht! GREENPEACE JUGEND'.;2022-02-22
climateanxiety;one or more people and text that says 'Es ist Ok, um Hilfe zu bitten & diese anzunehmen! GREENPEACEND'.;2022-02-22
climateanxiety;text that says 'Es ist Ok, Wenn du dich einfach nur verstecken möchtest! GREENPEACE JUGEND'.;2022-02-22
climateanxiety;text that says 'Es ist Ok, wenn dir die Nachrichten zu viel werden! BREAKING NEWS BREAKING BRE NEWS GREENPEACE JUGEND'.;2022-02-22
climateanxiety;text that says 'Es ist Ok, eine Pause zu machen! GREENPEACE JUGEND'.;2022-02-22
climateanxiety;text that says 'Du bist nicht allein! C GREENPEACE JUGEND'.;2022-02-22
climateanxiety;text that says 'Hier gibt' S Hilfe: Telefonseelsorge: 08001110111 0800 111 222 Krisenchats: telefonseelsorge.de krisenchat.de (bis 25 Jahre) GREENPEACE JUGEND'.;2022-02-22
climateanxiety;"outdoors, tree and text that says 'Icarus Complex The thing about climate is that you can either be overwhelmed by the complexity of the problem or fall in love with the creativity of the solutions."" MARY ANNAïSE HEGLAR Climate justice writer'.";2021-08-22
climateanxiety;text that says 'Mikael Romer Da min kone holdt op med at flyve 29 REJSE 29JOLIG OR ÛELLI BYENS FORL AG'.;2020-11-30
climateanxiety;Photo by Jennie on November 30, 2020.;2020-11-30
climateanxiety;book and text that says 'From the Winner ofthe winner Prize Bewilderment '5 Richard Bewildermen Powers Author ofthe Booker-shortlisted The Overstory 2'.;2021-10-09
climateengineering;one or more people and text that says 'What if I told you TELEVISION is the MONSTER in your home. And it's called a PROGRAM for a reason. Your television is nothing more than an electronic mind altering device It has been designed to psychologically change the ways you view reality.'.;2021-08-14
climateengineering;outdoors.;2020-03-30
climateengineering;cloud and nature.;2020-05-25
climateengineering;#climatechange #climatechangenow #globalwarming;2021-01-08
climateengineering;cloud and text that says 'ALL I WANT FOR CHRISTMAS IS FOR THIS SHIT TO STOP!'.;2021-12-24
climateengineering;text that says 'NICE DAY I THINK I'LL SIT OUTSIDE 30 MINS LATER 1HOUR LATER'.;2020-06-01
climateengineering;text that says 'Your Climate Action Journey BUY LESS STUFF EAT EAT LESS MEAT REDUCE REUSE. REPURPOSE AND ONLY BUY WHAT YOU NEED EAT MORE PLANT-BASED FOODS SWITCH TO RENEWABLE ENERGY DRIVE LESS OPT FOR 100% RENEWABLE ENERGY WHICH CAN REPLENISH THEMSELVES NATURALLY SWITCH TO PUBLIC TRANSPORTATION, BIKE. WALK ,OR CARPOOL'.;2020-10-29
climateengineering;outdoors and text that says 'Avasara Academy / Case Design BUILDING OF THE YEAR 2020 presented Twinmotion NOMINATE THIS PROJECT'.;2020-02-02
climateengineering;nature, grass and tree.;2021-05-09
climatechangememes;text that says 'Deniers: cLiMaTe ChAnGe iSn'T rEaL Scientists: The end is near Ultra Runners:'.;2021-07-27
climatechangememes;text that says 'No one: Conservative's guides for debating people on climate change: How to assert dominance using only whale noises @pessimistic_cnvzonmentalist'.;2020-04-12
climatechangememes;Photo by Earth Environment & Nature in Planet Earth with @worthfeed, @unbiodiversity, @inkka.healthylifestyle, @plasticfreedom_, @ecocentrik, @ecoroots, @the.eco.warrior, @teamterraoath, @oneearth, @reducewastenow, @beclean.gogreen, @get.waste.ed, @ecochronicles, @sustainable.today, @blueoceanaction, @thezerowasteguide, @theecoguys, @southausnature, and @zeroxplastic.;2020-03-27
climatechangememes;text that says 'Me when I pick up trash that isn't mine @thefutureisbamboo'.;2021-08-21
climatechangememes;one or more people and text that says 'Is there a tax I can pay to stop Covid-19, or does that only work for climate change?'.;2021-04-29
climatechangememes;text that says 'This is what really melted Thisiswhtrelly.eltedthece the ice caps!!! Massimo @Rainmaker1973 2d Photographer Josh Anon captured the perfect moment in which the rising sun made this polar bear's backlit breath look like fire buff.ly/ 2FDooAk'.;2020-07-16
climatechangememes;Photo by This world is helpless on December 09, 2021. May be a meme of text that says 'My kidnapper returning me because I asked them if their van was electric or fue and ranted for 4 hours about why they need to switch to electric made with mematic'.;2021-12-09
climatechangememes;"Photo shared by CHRISTOPHER ASHMAN | Actor on January 11, 2021 tagging @greenpeace, and @christopherashmanactor. May be a Twitter screenshot of text that says 'Christopher Ashman @CAshmanActor ""there's plenty more fish in the sea"" bro we've ruined the planet, no there aren't'.";2021-01-11
climatechangememes;text that says 'V for UNITY EQUALITY Will Climate Change Cause the End of Human Existence? The climate emergency isn't something we can self-isolate from, so we need to be as prepared as possible. #UnityForEquality'.;2021-01-20
climatesummit;flower.;2021-04-22
climatesummit;"one or more people and text that says 'How it started ""We are serious about climate change... This means making decisions based on science, it means reducing carbon emissions..."" How it's going -Approved Trans Mountain -Canada's carbon emissions on the rise -Oil & gas subsidies increased flickr.com/photos/collisionconf/'.";2021-04-23
climatesummit;one or more people and text that says 'Cancelled Keystone XL Approved Trans Mountain (Twice) # Stop StopTMX G'.;2021-04-23
climatesummit;one or more people and text that says 'CLIMATE LEADERS DON'T BUY PIPELINES'.;2021-04-23
climatesummit;text that says 'EARTH DAY Zo'.;2021-04-22
climatesummit;text that says 'B Corp Global Climate Summit June 29-30 & July 1, 2021 REGISTER NOW'.;2021-06-28
climatesummit;text that says 'Resistan, ya casi llegamos al 2030.'.;2021-11-06
climatesummit;animal, food and outdoors.;2021-11-07
climatesummit;text that says 'RUSSIA CANADA ANTARCTICA EARTH'S SURFACE'.;2021-04-22
climatesummit;Photo shared by Lina Burnelius on April 22, 2021 tagging @friends_earth, @europaparlamentet, @mette, and @potus. May be an illustration of one or more people, people standing and text that says 'WHAT Is THE SECRET BEHIIND GREEN DENMARK? WE BURN OTHER PEOPLES FORESTS. AsMO'.;2022-01-22
climatesummit;one or more people and text that says 'VegNews GRETA THUNBERG CALLS OUT HYPOCRISY OF WORLD LEADERS FOR EATING STEAK AND LOBSTER AT CLIMATE SUMMIT'.;2021-06-16
climateactionsg;Photo shared by MSE Singapore on August 10, 2020 tagging @thisisaudsomee.;2020-08-21
climateactionsg;text that says 'ALLIES Vegan and Muslim: How to Get Through Your First Ramadan & Eid asa Vegan with Muhammad Ryza Streaming on IG Live Monday, May 4th 2020 08.00 p.m (Jakarta) 09.00 p.m (Singapore)'.;2020-05-04
climateactionsg;one or more people and text that says 'CLIMATE WEEK NYC MOVING FORWARD THE IDEA OF A GREAT GREEN WALL OF CITIES AGAINST CLIMATE CHANGE CLIMATE SUMMIT 2019 Speaker: Stefano Boeri CLIMATEACTION219 SUMMIT A RACE WE CAN WIN stefanoboeriarchitetti'.;2019-09-22
climateactionsg;Photo by Ryza & Nora | Singapore in Asia/Singapore with @msesingapore, @lynnanis, @thefeedfeed, @malnaalias, @javanese_vegan, @bluezones, @projectdrawdown, @thrivemags, @thefeedfeed.vegan, @sgfoodrescue, @veganuary.sg, @ssgallery.sg, and @sgclimaterally.;2019-08-19
climateactionsg;food and indoor.;2019-06-01
climateactionsg;Photo by Chu Yu ☁️ 邓楚馀 on May 29, 2019.;2019-06-01
climateactionsg;dessert and indoor.;2019-06-01
climateactionsg;dessert.;2019-06-01
climateactionsg;Photo by Designer Beeswax Food Wraps on June 04, 2020.;2020-06-04
climateactionsg;Photo by Designer Beeswax Food Wraps on June 04, 2020. May be an illustration of text that says 'MILK MILK ///۱ MILK examples'.;2020-06-04
climateactionsg;Photo by CHOW 周佳慧 on November 29, 2020.;2020-11-29
climateactionsg;Photo by CHOW 周佳慧 on November 29, 2020.;2020-11-29
climateactionsg;food.;2021-01-06
climateactionsg;Photo by ᴋᴀʀʏɴ ᴀɴɴᴀ ᴡᴏɴɢ | 黄诗敏 in Singapore with @merrowfins, @wunderland_arts, and @influencerssg.;2019-09-12
climatememes;4 people and text that says 'Me signing climate action petitions with every one of my email addresses'.;2021-10-08
climatememes;text that says 'OIL PEOPLE PROPERLY WHO RECYCLE ME @LifeWaterUK @L'.;2021-02-03
climatememes;Photo by Lowsoot on January 31, 2022. May be a cartoon of text that says 'A sad person A sad environmentalist LOT SOOT LOW'.;2022-01-31
climatememes;2022 Ocean Awareness Contest: THE FUNNY THING ABOUT CLIMATE CHANGE. Free to enter • Ages 11-18 • Worldwide. Up to $1,500 in awards. Visual Art | Poetry & Spoken Word | Creative Writing | Film | Performing Arts | Interactive & Multimedia. Submit by June 13, 2022. www.bowseat.org/contest;2021-09-01
climatememes;"water, ocean and text that says 'CLIMATE CHANGE TIMELINE ""CLIMATE CHANGE ISNT REAL"" OOPS FUCK OK, CLIMATE CHANGE IS REAL, WE'RE JUST NOT CONVINCED IT'S CAUSED BY HUMANS'.";2021-10-06
climatememes;Photo by Klimareporter.in in Wien, Österreich with @mindfool.maria, @climatesaustria, and @clim.school. May be a meme of text that says 'FAST FASHION BRANDS AFTER CONSUMERS TELL THEM TO NOT ONLY PAY CELEBRETIES AND INFLUENCERS BUT THEIR GARMENT WORKERS @klimareporter.in'.;2021-04-23
climatememes;"text that says 'CLIMATE CHANGE A TIMELINE ""CLIMATE CHANGE ISNT REAL"" OOPS OK, CLIMATE CHANGE IS REAL, WE'RE JUST NOT CONVINCED IT'S CAUSED HUMANS FUCK BY'.";2021-03-08
climatememes;Photo shared by Brenna Quinlan on June 30, 2021 tagging @americanredcross, @guardian, @britishredcross, @guardianaustralia, @redcrossau, @rcmpgrcpolice, @bbcearth, @redcrosscanada, @guardian_us, @icrc, @mutualaiddisasterrelief, @wcsadapts, @climateresilience, @adaptationatlantic, @redcross.org.uk, @state_emergency_services, @climateresilienceproject, @theclimateresilience, @cassummit2021, and @climateadaptationcenter. May be a cartoon of text.;2021-07-01
climatememes;one or more people and text that says 'CANNIBAL FOR THE PLANET gretathunberg'.;2021-07-13
climaterealityproject;nature;2020-01-24
climaterealityproject;nature;2020-04-15
climaterealityproject;Photo by CHICO SHIGETA in Brown Rice by Neal'syard Remedies（ブラウンライス） with @kenjikajiwara0204.;2020-03-08
climaterealityproject;one or more people and outdoors.;2021-04-30
climaterealityproject;one or more people and people standing.;2021-03-02
climaterealityproject;Photo by EcoActionFamilies ☀️ in London, United Kingdom with @london_cycling_campaign, @greenpeaceuk, @wwf_uk, @friends_earth, @_wearepossible, @theclimatecoalition, @_ukycc_, @sustainable_stephanie, @adapt_____, @peacewiththewild, @xr.brighton, @ukscn, @youthstrike4climate, @xrebellionuk, @bristolys4c, @ecolivinguk, @musicdeclares, @ecofriendlyhenri, and @climatecensusuk.;2021-03-05
climaterealityproject;tree and nature.;2020-08-04
climaterealityproject;text that says 'GOAL, MAKE PODCAST TOP 10 NATURE SHOW BY SUMMER 2021'.;2020-07-13
climaterealityproject;Photo shared by Izabella Rekiel on March 07, 2021 tagging @moncler, @climatereality, and @extremeelive.;2021-03-07
climaterealityproject;Photo shared by Izabella Rekiel on March 07, 2021 tagging @algore.;2021-03-07
climatecrisisisreal;book.;2020-06-12
climatecrisisisreal;one or more people.;2021-08-13
climatecrisisisreal;text that says '12 WAYS TO FIGHT CLIMATE CHANGE! COMPOST Eat organic food Compost Switch to LED lights Eat less meat Cycle or walk instead of driving Replace single- use items for reusables Unplug electronics when not in use Eat locally grown food Reduce food waste LESS IS MORE Buy more second hand cloths Hang dry clothes Buy less @oceanrebuild'.;2022-01-01
climatecrisisisreal;one or more people and text that says 'lucy gray baird @raccorns the fact that you can get arrested simply for refusing to let a giant corporation poison your drinking water or cut down your forests by just standing in the way should be enough to radicalize everyone against these settler colonial regimes 10:34 AM 22 Aug 21 Twitter for iPhone'.;2021-08-23
climatecrisisisreal;text that says 'the government protect kids from climate change OR draw 25'.;2021-07-11
climatecrisisisreal;Photo by Global Witness on November 21, 2020. May be a cartoon.;2020-11-21
climatecrisisisreal;one or more people, nature, tree and body of water.;2021-09-09
